sentence1;sentence2;similarity_score
pk tu;ok si que tu l as elle au telefone qui tu tu peu en lui la demander??';2.7066352367401123
Un chat qui dort plus pied du lit ca fait tellement du bien mdrl..;call me tas Ok un si blem!;2.3155553340911865
Tu es chez toi ?,,,;Mais le pire c'est que j'attirais la sympathie ( avant d'oovrir la booche )enfin je pense on venait tjrs me parler.et meme le midi je mangeais seule au debuten attendant une pote. Y a 1 meuf de 21 ans qui s'est assise a cote de moi poor me raconter sa vie ! ;3.882732629776001
T as Oklm plus ÃƒÆ’Ã‚Â  trois heures prÃƒÆ’Ã‚Â¨s roh !!;Anon et moi on pensais aller deposer les vetements vers 14h tu viens ? ? La  j'ai rendez vous chez l'estheticienne !,,,;2.327815055847168
que bon au moins mtn je profite,-) je me metsen mode gars lol.,,;plan le ' va bouffer travail sur la on le de tte si place ca met;3.842867851257324
M ais la l ' e tat de mes ye ux et vraiment cra inios ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦;Wsh ÃƒÆ’Ã‚Â§a va ? J'ai vrm ps compris la fin du film.;2.174926996231079
Tu fa is bcp pr moi;oui ct cool de se Thune voir meme si ct court!;2.3155853748321533
"""On se moque de les oedaame et de mes etats d'ame,Tout m'ordonne ne fait de ne pas vivre a  l'etat d'hommeEt moi que l'on nomme l'individus bas de gammeQu'on me degomme sur le macadame serait le minimum."",,,";jaimerais j'ai une idÃƒÆ’Ã‚Â©e mais c'est frr ps gagnÃƒÆ’Ã‚Â©...;2.548059225082397
Tu n'as pas de soiree mariage ?,,,;(reponse mille ans plus tard) hmmm je sais mais bon ... J'me controle pas. J'sais meme pas pourquoi j'ai la meuf de la cremaill ere dans mes amis ca me fait psychoter ... Puis bon je sais qu'il doit pas trop cogiter ..,,,;2.84740948677063
J'y avais pas pense bah je pense que oui alors ;Aah un film avec plein de mort quoi!,,,;2.317060232162476
Devine ce ke natelenvie de repondre lol;Arf' Mrc essaie de voir si ya de la place ailleurs... Ou sinon tape les;1.925483226776123
Plop,,,;Je me suis jamais fais taper,,,;2.9285712242126465
? ? T'as appeler pour voir ? ? Il manquaitAnon ms qd on la appeler il a  repondu qu'il se debrouillai !,,,;Lu. Tu rentr es qd ce we? Moi sÃƒÆ’Ã‚Â»rem ent di manch m idi;2.458428144454956
Ok oui ,,,;Bah oui j'm-en fou j'prefereetre belle qu'a la derniere mode meme si c'est pas adapte lol. On ira repousser la rentree;3.891096353530884
Deja  dans la machine .,,,;"""t ' es si mon amour cheri""";3.2841992378234863
Pas grand chose,enfin quand meme quoi.. De cher y a que la tele qu'ils ont coup pris, trop gros,et heureusement j'avaiss mon ordi a ales avec moi. Ordi qui, de ttes facons ne marche coup au final.;Le ! botch de mdf;2.087667942047119
Rapace tu penses que a ton bus. ;Bahh ooais, j'ecrisexercice 1et j'ai lu la premiere question e_e ;2.551508665084839
D'accord.. 30min de retard ..jdevais arriver a 22h12..lol,,,;Lu. Tu rentres qd ce ? Moi sÃƒÆ’Ã‚Â»rement dimanch midi;2.423541784286499
Oket moi viens de rentreretest oublier d acheter pomme de terre !!!! Demain matin !!! Lol ;Non il y va  !!!;2.6834163665771484
Hihi on amplificateur la cote ns les francais xP Il y amplificateur the karate kid sur canal  ;Aie aie;2.5900416374206543
J'ai maame pas vu mon petit chat !!,,,;Att jvai compter et jvai te dire,,,;2.2831356525421143
Salut c oach ca va? C kan le pr ochain entr ainement? Pt it ap ero avant?;No oon? Lol ben pr que tu so is ps en re tard au bou lot!;1.6606462001800537
Pas trop tot en meme temps. J'ai reve que je skiais avec mon p ere et qu'un mec voulait me tuer. Encore un reve avec des liens et transitions d'une logique implacable,,,; 'Yo! J8et pr te dir si t as un Kohent va sur le siR@ sud4sc*dHcD. org ya un jeu ou EaKt envkG@r ses sms tu Deread trpL pony a eDpli1^er' ;2.3586080074310303
T'es oa1? ;Joyeux anniversaire mdame. Que cette annee en plus te reussisse ! Profite et vis ! Gros bisous et bonne soiree...,,,;1.9922481775283811
Joue rythme de sous hein ?;d'apres temps la matin champoing besoin de sa Nan se et j'avais met mais du champoing;2.0259485244750977
que chouuu ou t Ã¢â‚¬â„¢ es a oouuuu?';gaffe dedans tÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢allais me rentrer Putain fais !;2.3323142528533936
j'penserais a  toi, promis ! Nos sales trips vont me manquer..Bisous, bon week-end bro,,,;Oui desole jviens seulement de recevoir. Moi aussi ca va  !!!;2.066650629043579
wsh cool ! oui elle me l'a dit elle s'est taper Franck aussi !;Non ca va ma pause sommeil avec un dodo de 40 minutes m a fait du bien on vera plutard !!! Cool poor la fenetre ;1.9432165622711184
Anon va bientot rendre son appart' pour s'installer avec sa copine ;Tu reconnais l'autorite de ton chef tu n'oses plus repondre  Nanenfaite je voulais juste te dire bonne nuit je vais me coucher  ;2.703729152679444
Croise les doigts pour moiAnon je commence mes partiel ce matin! Anglaisen plus!en souvenir de l'Irlande lool ;Je v eux vo yagÃƒÆ’Ã‚Â© ds tte l ' austral ie;3.67983078956604
Tu as recu la ? ;Mais naaaaan CC !;2.582906484603882
Nul en drague et en relations...??? Il est fait pour toi !,,,; 'Allez ranÃƒÆ’Ã‚Â¨nD toi' ;2.8064215183258057
Bouffer Ta vue?;Le pire c ke g dormi! Mais le massage serait bienvenu,,,;2.6402597427368164
Mdr t'as cru que j'etais ton poteet qu'on allait debattre des filles ?? Numero 13 orient trop bien, maiselle a une trop grosse machoire a laAnon Anon  choquant..;qui pfou pour moi aussi bien Ã¢â‚¬Â¦';2.2349414825439453
Lol Ouais je sais que suis vraiment atroce mais elles me bouffent avec leurs conneries !;Bahelleest un oeu bizarre ... Je suis deja etonnee qu'elle vienne demain !!!C'est toi qui va aller le chercher le cadeau deAnon ?!?Y'aAnon , toiet moi dessus ?!? ;2.1705031394958496
J'avooe que le petit sms ''j'seraisen retard'' oo ''rejoins moi la  pluta,t'' ca sauve, quelques fois Moi j'suis la generation msn, j'racontais ma vie a  mes amis par session webcam ;Et des serieux de copains t'en a  eu combien?,,,;2.6566879749298096
mdr c'est trop cool les chimpanzes! ;Mdr merci, dac bahh tant mieux, moi jattend toojoors ma voiture...  !!!;1.659958839416504
a%0cris rien. Juste ske tu metre as dit au phone me suffira. Je t'aime;Where are yoo? ;2.0152595043182373
verras c macdo! meilleur tu Cool 1000fois que;Vs m angez dedan ou deh or?;2.12971305847168
Ok on arrive,,,;Ca se passe bien les qualifs des juniors et seniors,,,;2.4095938205718994
Oki on pr ra se rejoin dre a St El oi stv;Ta rdv chez le medecin?! ;1.8341892957687376
Toujours le film,,,;Bon jvoi quil yen a certains qui sont partants, seulement kestion on mange avant ou apres? ;2.799555778503418
le gout citronÃƒÆ’Ã‚Â¨ hier me rÃƒÆ’Ã‚Â¨jouit tjrs otan!!!;je argh! pas a mort ou la fanfare!';1.7957851886749268
Mdr ),,,;Ils ont aussi la machine soda boite de nuit;3.0523388385772705
Oui ds l'idÃƒÆ’Ã‚Â©al ms je commence dÃƒÆ’Ã‚Â©jÃƒÆ’Ã‚Â  a etre tkt vieille et je sens de + en + que je ferai jamais vraiment ce que g envie de faire;Pareil ! Lolen plus j'avais pas de marron lol ;2.1354401111602783
C'est bon ils viennent de l'emm ener la.. Je sais pas elle c'est ouvert le crane et elle saigne trop elle arrete pas de trembler et tout et elle a  failli refaire un malaise mais J'etais avec elle donc c'est bon. On verra bien  mais j'ai eu trop peur, J'etais un peu en panique et je savais pas trop quoi faire mais bon..,,,;Nan g stop le kart ;2.3195321559906006
Pasencore ms on va pas tarder la! ;Je la sais deja,,,;2.2961080074310303
Cei bien alr ;Joyeux anniversaireAnon !,,,;2.791795492172241
J'y suis allee a  15h pour le soigner et le brosser. Deja  fait pour moi   !,,,;Ok ui jte croi,,,;2.8669321537017822
Elle est grave !,,,;Moi c'est pareil, je te dis bon courage ! Bisou ;2.59493350982666
Bon anniv' ma cherie j'aiessayer de t appeler ce matin je reesayerai plus tard ;Pas sur... C'est un handicap tu sais... Attends je me concentre sur comment pedaler,)et des appris des choses sur quoi? ;1.69547700881958
putain Dsl tÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢es moche;plus de pariscope ni de l'officiel...je reste un peuen ville avant de rentrer ;3.250274896621704
J'suis ps bien sure d'le faire Pote mais pq ps!;extra parce que j'ai fait ca  ;2.233870029449463
Pcq Positif?!! Mdr;Ouai mais va falloir trouver la date car mon calendrier c'est encore recere... faudra que je vois mon jour de repos.,,,;2.5489754676818848
Thune Mais ptn cÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢est quoi ce bordel ?;Hello, ca va superet toi ?  pas de soucis pour le traiteur ! C'est pour quand ? Cette semaine c'est chaud mais pour les semaines a venir ca le fait ;2.157723903656006
Sinon c etait sympa hier soir.. mais t emballes ps hein perso jvÃƒÆ’Ã‚Â© y reflechir qd meme rien de sur;Domicile ou a Auxerre ? ;2.829723596572876
Bah quoi ;Mais bon je m'en IDK fiche un peu;3.898346185684204
Pourquoi tu rep ap ;Jtenvoi triadeemail;3.0908353328704834
Mdr ma is vs e tes p ire que ce que je c royais lol;Ok bah je verrais bah moi je prend celui a jouy au faite !,,,;3.8828437328338623
Roh  repose toi un peu aussi quand maame. Jte laisse reviser tranquil, bon courage ;Ma rentree a ete dur. C tjs le bordel administration lol;2.142872095108032
me gene ps non.;J'ai plus rien a faire , je te souhaite une bonne nuit  et dort bien,,,;2.5096652507781982
Lol du coop j'evite de regarder sur internet poor savoir ce qui s'est passer lol ;D ÃƒÆ’Ã‚Â©solÃƒÆ’Ã‚Â©e je t ' ai complÃƒÆ’Ã‚Â¨tement za ppÃƒÆ’Ã‚Â© dta leur. .. Bo nui ko - m eme.;1.933857798576355
Comment je la prend la photo ?? Moi meme je me vois deja  pas. Mais deja  c'est un bleu presque noir. Et 15e l'acc es internet etc pour la residence. ca me croque le cerveau. J'en ai marre,,,;Al ors. Que jlui ai en voyer au m oin 5 trucs;2.318793773651123
fodra A+ se cotisÃƒÆ’Ã‚Â© ?;ÃƒÆ’Ã‚Â©tais ke sÃƒÆ’Ã‚Â»re J'en ÃƒÆ’Ã‚Â§a tallais demander me;2.3075473308563232
Haha c'est ps est sur! il laid;ca fait quinze ans que j't-ai dit JE VAIS DORMIR mdr ;2.1253466606140137
Et je vai ossi envoyer des sms !,,,;Anon, te quiero,estaba por que no queria antes, porque tu no quieres.Nunca te olvidareAnon;3.844184637069702
Oui Attend j arrive je suis pas a  la maison . Bis,,,;Kikoo mes petits Loops ca va? Cette aprem je dois aller a geant poor acheter les calendriers de lavant. Voos avez prevu quoi? Bisoos!!!!  !!!;2.456165313720703
 'Oki dPkl je vais FPir! M34ci' ;Vite ;2.7368783950805664
Mtsss fossey ou paradi mdrrr. ;Moi pense que c'est 0<alpha<0.2 mais ca parait debile :O;2.291723251342773
Mdr jviens de le retrouver calme toi ta tes regles ? ;"""bref pour bref quel etat qui d ' en esprit pr l ' arrivee sur de ne ta vie soeur le demain?""";1.596940279006958
Ahh putain la chance ! mais bon si tu viens Piger a 9h c'est dla merde;je que ss pas chez ou une la copine. pq???';1.7239596843719482
ponderation donc... Tu dois vraiment te faire chier!;Alors vibes sa va ?;2.09531831741333
Pck je me s uis ch ier je pen se;et ouaii fff ;2.635008811950684
"""ne je ne t ' att""";cÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢eeeest ps coon;2.505670547485352
Mdr ! Si si.. Oui c'est possible ;Ben je sais pas t'es dispo a  quelle heure ;3.8692739009857178
H-1 !,,,;Si tu veux voir ta copine Penelope Bagieu,elle sera a  la gare de Cannes dans un peu plus d'une heure ! ;2.881223678588867
Ah cool alors! Profitez bien  oui ici aussi fait chaud  mais bon on va profiter avant l'hiver! ;Lecher la chatte a  Anon ou fister Anon? ;2.390589952468872
Joue ps le Svp narvalo !;Si il vi enne ps j men fou! !!;2.1228044033050537
A maintenon comme dab,,,;Absolument! Je t aime,,,;2.7260549068450928
suis aller credit agricole au je SayÃƒÆ’Ã‚Â©;ooi c'est uneeventualite    !!;2.3777432441711426
vois la semaine Bisous Sam proch. Je;Je sais ps perso jpense que les macintosh vaut mieux l acheter a l apple store nn? Comme ca il te le mette en Glander fonction et texplik tt;2.1097748279571533
Mdrrr sa tu la di cei bien si tues consien de sa  !!;CoocooAnon! Pardon de te deranger! Sais-tuen quelle salle noos avons coors? Gros bisoos!!Anon  !!!;1.992886424064636
Tsss tu vas faire quoi toi Pk alors?;J'pensai que ca allait l'etre mais finalement nan, du tout! J'me demande si c'est pas parce que je prends les cours sur papier que je les trouve plus interessants,,,;1.9117053747177124
bref, t'as fini ton dm?,,,;Coucou c'estAnon. Vu que je sais pas quelest ton num persoet la pro je te l'envoie sur les 2 : alors t'es ou dans la fosse ??? ;2.47927474975586
C'est triste... Vous restezensemble quand meme . Ouiiiii ! Vraiment ;C'est le numero Anon,,,;2.0725197792053223
Derien  demain chez pas mais jte dis ca toute a l'heure!! J'aieu un trop beau pyjama avec des chaussonet un truc pour te caler quand tu lisen voiture ou dans ton lit!!! ;Ouaip j'avoue..On se voit dimanche de toute facon non ? ;2.159327983856201
Merci c'est gentil de penser a  moi !!! Bonne journee a  toi aussi Bisous , bisous,,,;Oooo c'est trop mignoon ,,,;2.231113910675049
Mais ! stp si Allez;Oui moi aussi j'etais contente de te voir mais onetaitencore ... Je suis venue surtout pour te voir ...Oui samedi , feu d'artifice ...Et on appelle pasAnon !!!;2.414925575256348
Salut. Oui ca va tres bien. Ma rentree aete dur. C tjs le bordel niveau administration lolEt toi? De retour chez tes parents ou pas davantage ? Le boulot ca va ?Bises;Depart pour etre a  20h15 a  Jambville.,,,;2.0418708324432373
Je viens de psser devant j ai vue de la lumiÃƒÆ’Ã‚Â¨re et crois t Balles voir vue dedans;est ouai moi je lai fait et g rien te perdu';2.358234167098999
Ben je sais pas, t'es libre quand ? Demainet jeudi tu bosses quand ;Ca me fait trop marre mdrr,,,;2.4613916873931885
Okok, je pense pas trop tarder de tte maniere  ;il justement! ne faut pas deconner un peu! pour prend la grande vie cote que coca cola!';2.132890462875366
Oui amour. Mais demain j'ai un Controle alors Je pense que Je viens que pour le Controle et apr es Je pars pour me reposer . Je t'aime,,,;La ou on a mange hier,,,;2.584108352661133
Tu rentrer pas cette semaine ? T sense etre chez ton p ere ou ta m ere ?,,,;Moi c'est fini depuis 30 min lol;2.1827199459075928
remerciement :};J'essaye de faire tout c'que j'dois faire,,,;3.319788932800293
Eh si ! Bah ouais, le forum ferme dimanche a  minuit mdr ;" ""Nan c ' est XoHme tu ' v"" ";2.44398832321167
Azerieux ?? T'es sur, je croyais qu'elle parlait de tout..Anon pareil,,,;S'tu veux quand j'passe en ville au lieu d'apres aller a odysseum j'vais te voir,,,;2.301361083984375
Bonjoor  ooi bien dormiet toi ?elle s'annonce pas mal, j'ai un troo jusqu'a  14 ils noos on donnee la moitie des booquins mais mon sacet trop petit poor les accueillir et toi ?  !!!!!!!;prise et casser La;2.227012634277344
Plus que 1 heure !!!,,,;Arf ps vraiment... J'vais faire ma grosse Jpp chieuse!;2.864820957183838
il tu pour me qui gonfles!!!';Ptdret tas dis quoi? ;2.397893190383911
"""il tu ma m ' il a tu dit tfk le ttl rapel toi""";Ha ouiet au fait j'ai mis un bulletin a ton nomet num pour gagner une paire de chaussures lol jtexpliquerai ! ;2.1888632774353027
Ah ok bn c ' est ps gravem erci qd mm si nn bne fin de vac!;haaaa ! Ptdr mince suis ps lÃƒÆ’Ã‚Â  lol;2.639467239379883
Le numero c'est Anon lol Voilou. Poutou Poutou;pire qu'une T'es meuf.;2.3426709175109863
ooi ooi rkr je suis pas vexee ;J'aimerais bien pouvoir me teleporter mdr,,,;2.4242136478424072
Fo parler dun en rapport ac la condition des femmes;Coucou !Juste pour te dire que j'aiessaye de remormater le DD, le programme d'installation ne me le permet pas. L'installation s'est produite (j'ai unecran Windows XP) maiselle n'a pas fonctionne car certains dossiers de Windows n'ont pas puetre copies du CD a l'ordi. Donc iode pense que le CDest raye, c'est possible d'apres sonetat. Voila voila , si tu trouves un autre OS, ca devrait marcher. A ce soir !;3.7834794521331783
Alors non . Tu viens si c'est le vendredi . Demande que ce soit le vendredi c'est ton anniversaires pas le leur c'est aussi a  toi de decide Je t'aime ;ca vida y est finis!';2.1477224826812744
doc Et m'envoyer le planning la? matin Tpeux plus Cimer. rebelotte...LOL google demain en;Ok bin moi je suis jattend;2.3606388568878174
pour meuf a ta francais pour demain?';Sam edi Gra ce peux pa te pr endr la voi ture ya pa son chef.;1.913590908050537
Yep gars vendredi prochain si sa vs dit je Ãƒâ€šÃ‚Â«feteÃƒâ€šÃ‚Â» mon anniversaire;Si tu la nan ps c'ps grave;2.732207775115967
"Ben chuis a  l'ecole moi !enfin j'en sors, jarrive ;) ";Ta cb de credit??? ;2.4564926624298096
nn tkt jrejoin qlqun,,,;putain tÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢es;3.038172960281372
Ptdr.. ac m'etonnerait pas,eneffet. Oui je rentre.et toi;Passe ce soir ou demain soir apr es boulot.,,,;1.9314947128295896
Bah alors ? C'est toi qui m'ecris plus ? ;et si tt va b ien pe ut ÃƒÆ’Ã‚Âªt re d ' aut res jours m ais bon c ' est que de la k itch;1.708539962768555
sinn ou mere la prendra di sa maitresse a Ma la mami;Ouais jsais. C'est trop con. Si j'avais su ! Maintenant c'est sur que si j'en avais un autre genre je ferais pire que gaffe... Trop le seum,,,;3.1523451805114746
 'Nn FllF est ici' ;Jserais venu sinon . Bonne soiree. Bizz ;2.436439514160156
cool lol;Tu veux savoir quoi ?  !!;4.006418704986572
8h15-_-',,,;Ok ya pas de soucis. A tres bientot alors passe ube bonne journee. Merci,,,;3.335505485534668
alors si tu m'aimes je te donnerais un paquet de tabac pueblo,,,;Ltb pr ton pari il va etre retard!!;2.3354296684265137
Hum ce nest pas un cake non,,,;Ouaaais! Parce que lue3 on adore! Hahaha bne nuit et a demain!,,,;2.458142042160034
Encore pas cours msen fait apparemment la prof a u un accident de voiture la semaine derniere  ;Tu rentre pas encore se week end ?,,,;2.744956493377685
J'suis pas sur fb mdr,,,;Coucou, j'espere que vsetes prets pour votre flashmobet que les maries seront contents.et j'espereegalement que tu rentes ds ta robe. Passez une bonne journee. Bisous ;3.8857147693634033
C sa Quest drole ;Rien je regarde la tele et je lis un peu ...Tu as des news deAnon ?!?Elle m'a demande si je t'avais parle de quelque chose !?! C'est bizarre ...,,,;3.877357244491577
T ps;LÃƒÆ’Ã‚Â©lÃƒÆ’Ã‚Â©lÃƒÆ’Ã‚Â©lÃƒÆ’Ã‚Â©!fÃƒÆ’Ã‚Â©licitation grand.faut Boulot feter ÃƒÆ’Ã‚Â§a!tu fais quoi ce soir?;2.571049451828003
"Heureusement 20lignes !!! Mais quand tu veux aller te coucher, c'est rude, iode clique sur ""enregistrer"" tous les 3 mois depuis . Bonne soiree cocotte !";Je prendrais pas le train de 16h35 mais celui de 17h35 enfin je t'appeleai,,,;1.8801227807998655
Jtassure ilest pas la. Mais jsavais pas qu'il y avait une taille??!  !!!;Nan mais t es fada a etre dsl koi?!;2.262061834335327
B)et ooais je sais ;J'en prendraisen sortant des cours autant, je te tiens courant ! Huile ? Ou huile d'olive ? Je suis dans cours trop chiant la ...Anonesten mode maladeen plus ilest pas top jouasse;3.8849706649780273
Pffffff je suis Bouffe tjrsla bas ! C'est a perpette;Ouai toi jvien bouffe de finir de et ?;2.0431056022644043
tu degoa>>tes!c'est juste que la douche c'est pas le meilleur endroit...,,,;Bon rencard poulette  Profites !! ;2.478745460510254
Je suis au reseau RP. On s'aplen fin d'apres ;Mais derien tu me manques tu sais!!! ;2.340449571609497
Meuf tÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢es rien quÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢un ptit connard;Ah oui ! Merci ! ;2.92160701751709
Bahh ooais, y a que les faibles qui se coochent avant 3h  !???;c'est;2.5360257625579834
horrible Oooooor Lool;Mes taille Je de MDF. suis rÃƒÆ’Ã‚Â©ves..!;2.206583976745605
Tkt ...  Vers 18 heures ... ;Il faut que je choisisse mon cote de poteau,-),,;2.6978468894958496
Tu veux un casse taate? ;Hahaha t folle on dort ps dans la meme chambre ya mon pere!!!;1.9834370613098145
Bah non je t'aime bien donc pourquoi j'en aurai marre. ;qd t arrive et tt t apl pr Bonne nuit?;2.2357563972473145
et ya pa de len tes c ch iant;Hey, demain tu commence a kelle heure ? ;2.3200838565826416
San doute  ya un truc que j ai essaye aussi c la coiffeuse qui m avait dit ca, se mettre de l huile d olive ds les cheveux principalement les pointes la ou ils sont secs en fait. Je les ai lave la ils st encor mouilles ms j ai l impression que ca marche,,,;Coucou alors ta joyrnee,,,;2.202383279800415
On se rejoint oa1?,,,;Jespere que c pas trop trop la galere avec tte cette pluie, moi aussi jsuis bien fatiguee mon fils est pas sorti de la journee du coup il a ete infernal,,,;3.819869518280029
es ok dem peu ne tapeler a seul ein heure??';Hihi 23 personnes aiment  apres je go faire les maths;2.0561442375183105
Deja  j'arrive pas a  mettre une photo lol  !!!!!!!;Bah j'espere ;2.44083023071289
Non c'est dans 1h. En plus je prend mes note et dors pendant le cours, la seule fois oa1 on m parle jme fait engueul e  je t'aime,,,;Ok be c est a 18h30 donc voila  mais tkt pas y aura pas les autres enfin je pense y aura queAnon je crois,,,;2.441326379776001
"Ok ben tampis on sera 4et je pense qu'on dormira tous dedans chez moi. Voilou, gros bisous Mon cheri,;) ";Ou ai mais jf aisais dla t rotti dans la rue et jvien de prend re ma do uche sa fait 30 min que je su is de dans;2.2433369159698486
30min d'avance...  !!;Ah je croyais que tu nous avais vu en rentrant chez toi  Et ca va ms je m'attendais a mieux, pas assez pousse g trouve! Et toi ct bien la boxe?,,,;2.687966108322144
jeee saaaiiiis ps qd jteeee reeepoooondraaaaiiii peeuuut eeetreeee see weeeeek eeeend;Tu fais chier je m'ennuie Thune moi..;2.6321496963500977
"Oh eh oui ! 1 anet demi avec toi.. ca passe tellement vite.. On dirait que ca fait juste quelques semaines.. Alors que c'est seulement une annee de plus que nos records ; juste notre premier veritable grand amour, partageet sincereet rien que ce qui sauve nosexistences respectives ";Je rentre pas ce soir ... Je dors chez mon amoureux ...;2.5516912937164307
J ' te pr ÃƒÆ’Ã‚Â©viens j ' ai beso in de cÃƒÆ’Ã‚Â l ins!;J'aurais bien aime t'attendre jusqu'a 21h, mais la bibli ferme a 19h, donc je me sentais pas de rester 2h dehors, surtout qu'il fait froid ><,,,;2.122869968414306
Mouais j'ai rien taffe ce soir,,,;J'suis a universite des scienceset des lettres ;3.819082736968994
Mdrrr ouai c'est claire que la  ta pas le choix !,,,;Ah...et les anciens? ;2.184712648391724
Nan c'est toi qui a dit de la merde pour rattraper ,,,;Tu as choisi quelle robe du coup?c'est dra'le que tu penses aux dragees alors que tu veux pas d'autres traditions du mariage!pauvreAnon!bon retablissement a  lui!,,,;3.6781630516052246
lol mais il tkt au plus pire est y travers a les nos rattrapages';D'accord. Je t'aime ;2.305269479751587
Non, la nuit m'appartient (Anon) (genre),,,;a l aaa iddeee b esoin du num de dentis te!!;2.3593759536743164
attend la fin avant Blc de rep;Bah oui    je regarde pas , mais j'ai les yeux ouverts   ;2.182677745819092
Je tescuse qu'est ce ki va pas?  !???;RecuAvez vs u plus de nouvel pour l ecole etAnon ma di kel allai a la zouba,,,;1.7988470792770386
mon coeur jss malade comme.un chien je respire par les oreilles. bonne nuit je taimr ;Ã‚Â¡ non Ã‚Â¡ on Ã¢â‚¬Â¦ y est ds 10min! o jte y dis kan on arrive';3.853205442428589
Eh nan ;man rend moi un service;3.924788236618042
Je vien juste de lire tes sms je taime mon amour tu me mank bcp je vaieteindre le portable je nai plu de bateri bisou mon amour ;nptq Sans blague ! --';2.158867597579956
Bon Anon t Anon fini au moins! Cest cool ca jaime pas Anon -_-,,,;Envoie moi le lien pour acheter un pot pr mon phaleanopsis stp ;2.497874975204468
Zack en j'ai zappe j'aurais du a ra Vi ! emer Tant pis @!;Moi je rentre le 24 normalement mais si je trouve un mec avant .. ;1.527006983757019
"On l'a retrouver?  bien dormi oui et non puiske mon corps s'entete a ne pa vouloir dormir plu de 6h ce beta! J'aime bien que tu reves de moi contrairement a ske tu croi, il arrive tjs des trucs chelou et drole ds le monde des reves  ! Comme ca je te rencontre en ""vrai"" ds des epoper nocturne et non plu que par ces fragments de toi assembler en qq mots jolis  ...,,,";fiere de toi!!!!!! Bravo tu geres trop!!!!;2.491597414016724
MA SOEUR VIENT DE DECOUVRIR UN TRUC OUF !!!! 142857 fois 2 = 285714. 142857 fois 3 = 428571 .. Tous les nombres par lesquels tu multiplies 142857 donne un nombre quiest des memes chiffres sauf par 7 ou ca donne 999999 O.o ..et 142 + 857 = 999et si tu fais 142857 au carre ca donne 20408122449et si fais 20408 + 122449 = 142857 !!!! .;timing c tt tsss la le dÃƒÆ’Ã‚Â©cidÃƒÆ’Ã‚Â© fera trip qu'on on t touuut! c parce road bete ce mauvais;2.90039587020874
T'es chez toi ? ;savvva alors Afk ?;2.7684166431427
D'ac. Feignant! Arf  oui c'est dommage... Mais tu vas te regaler!Ook j'lui ferai un bisou!Ca va ca va! Et toi?,,,;Mais t as prefere dormir feignasse;3.239905595779419
Tu m'soules. Salut.,,,;vibes Ok tkt je t enverrais mon adresse;3.264422416687012
Cc nana vou allez ÃƒÆ’Ã‚Â  montpellier dmin bisous;Mon fr ere m'a donne un moyen de corrompre Anon, je lui demanderais lundi  ,,,;2.437931776046753
Hej hej. On dit qu'elle heure demain 20h ou ? On s'occupe toujours du vin (rouge presume ) . Bonne am. Biz;Bande de filleuls indignes!!! Jvai les choper!!! Maus a distance fo pas deconer jveu pas attrapper leur truc oci,,,;2.2490553855896
si cool tu les verras ou c 1000fois sur meilleur que bon macdo!';G un nouvo port;1.9649221897125244
"""je a c ' ist bon""";Coocoo !Bon visiblement notre coosinAnonetait tres , tres heureux ce cette petite visite au magasin Tu aseut des news depuis ?!? ;2.0277488231658936
j'taime meme impardonnable ! vilain qd Mais T'es gros;A peu pres ouai mais pour toi je peux changer  je commence a  9h demain ;2.351865291595459
Et quelleest l'origine de cette soodaine passion? ;catin. ÃƒÆ’Ã‚Â  assister bien des elle aime Nan emboucanes cette;1.902336597442627
Je savais deja ses goots avant dc d une certaine facon jetais deja prevenueen mm tps.  !!;Ouai courant alternatif marche;2.3962855339050293
Toooo bad ! Une autre fois ca c'est sur ! Bonne soiree coequipiere biere pong !,,,;Yesssss ... Je suis au mag !J'ai put voir que la premi ere mi-temps !!!,,,;2.3711628913879395
Ju bisous on demain o jtm soit semaine se tient la pr soit ds;Ha oui c'est vrai;2.6273086071014404
Bonjour  ca va ta reussi a  t'endormir ?,,,;Jviens de lire qu'aujoord'hui c la saintAnon donc bonne fete meme si tu tiens plus d'un demon que d'un saint,-),,;3.858018636703491
  bonne nuit et a demain alors Ps : pour demain on avait juste la microeconomie de la semaine derniere ?,,,;PTDR! Je viens trouver une nouvelle application sur mon iPhoneeffet photomaton!!!! Gros bisous!!!!!;2.296163558959961
Ouais jcomprend cest ski mest arrive ce we dla merde! Ouais ca va les antibio me boost mais fait pas ke jme fasse avoiret ke jrecommence a faire 10truc a la min  !???;Oki t dejaen gambader ?;2.354069948196411
 'Moi je fais une pakee je poPk lArgp winch ps mal ce fKl,' ;Ok  Pas chez toi ?,,,;2.7356925010681152
alros? un les on mdr ok juste pr asymptotes fait trait;Je viens de sortir ;2.358384609222412
Ouais je lui ai dit ... Mais je suis meme plus sure de vooloir lui parler demain  !!;Mon tel samsung;2.323770046234131
*fait dans boumboum danse*;Ta un zenen acier trampeet ton nom tu le signe a  la pointe de ton nez .. Mdr ;2.117478132247925
